TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
4674,Investigate/Fix Error in XXXX Risk Code Triangle,1,26,26,NA,FINISHED,PC2,PBC53,Development,Bug,2,2,26,2,0,0
4676,USMSuperSearch not working,6,42,42,42,RELEASED,PC2,PBC21,Development,Bug,2,2,42,2,0,0
4677,Fix two small bugs in XLsior OS Export,1,41,26,NA,FINISHED,PC2,PBC53,Development,Bug,1,1,26,1,0,0
4678,Sync XXXX Live Triangle Changes/XLSior Proportional Extract Changes To Dev,1,13,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,1,1,13,1,0,0
4680,XXXX Warhouse Triangles Re-Build,2,13,13,NA,FINISHED,PC2,PBC53,Development,Enhancement,0.25,0.25,13,0.25,0,0
4685,Populate SCM_Line,1,22,22,NA,COMPLETED,PC17,PBC72,Development,Enhancement,15,22.5,22,22.5,-7.5,-7.5
4686,Conversion of XXXX/XXXX to version 1.10,8,13,42,13,FINISHED,PC2,PBC53,Development,Enhancement,14,52.5,26,1,-38.5,NA
4686,Conversion of XXXX/XXXX to version 1.10,8,13,42,13,FINISHED,PC2,PBC53,Development,Enhancement,14,52.5,42,51.5,-38.5,-37.5
4687,Allow drag and drop of lookup columns,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,7,7,65,7,0,0
4688,Bring XXXX format triangles into line with v.1.10,1,26,26,NA,FINISHED,PC2,PBC53,Development,Enhancement,7,9.5,26,9.5,-2.5,-2.5
4693,Get Working Local Copy of Dev To Merge YYY ZZZ's Changes After Meeting YYY ZZZ,2,13,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,0.5,0.5,13,0.5,0,0
4694,Review/Meeting -- Check in of CORE/SCMS changes,5,65,65,NA,FINISHED,PC2,PBC21,Development,Bug,1.5,2.75,65,1.75,-1.25,-0.25
4694,Review/Meeting -- Check in of CORE/SCMS changes,5,65,65,NA,FINISHED,PC2,PBC21,Development,Bug,1.5,2.75,13,1,-1.25,NA
4695,Query with Claim 61506660195 YYY ZZZ,7,24,24,NA,COMPLETED,PC17,PBC73,Development,Enhancement,3,2,24,2,1,1
4696,Updating and extending sort grid dialogue for new datagrid,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,20,21.75,65,21.75,-1.75,-1.75
4701,Test/Check-In SCM Split Code And Add New Split Tests To Test Schedule,2,13,13,NA,FINISHED,PC2,PBC21,Development,Bug,0.5,0.75,13,0.75,-0.25,-0.25
4702,Warehouse changes resulting from move to monthly build,2,13,26,NA,FINISHED,PC2,PBC21,Development,Enhancement,7,8.5,26,8.5,-1.5,-1.5
4706,Create new user YYY ZZZ on XXXX and help setup machine,1,24,24,NA,FINISHED,PC2,PBC42,Development,Enhancement,1.5,1.5,24,1.5,0,0
4707,Stats Form Tests ,2,26,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,0.5,0.5,13,0.5,0,0
4709,New Events bulk insert from Reflection to save users inputing time,4,24,24,NA,COMPLETED,PC2,PBC73,Development,Enhancement,4,50.25,24,50.25,-46.25,-46.25
4710,Final review of SCMS split changes,5,65,65,13,FINISHED,PC2,PBC21,Development,Bug,0.5,0.5,65,0.5,0,0
4712,Check Warehouse performance and figures,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Testing,7,35,26,35,-28,-28
4717,User Support -- YYY ZZZ Issue With Fac Calculations,1,29,13,NA,FINISHED,PC2,PBC21,Development,Bug,1,2.25,26,1,-1.25,NA
4717,User Support -- YYY ZZZ Issue With Fac Calculations,1,29,13,NA,FINISHED,PC2,PBC21,Development,Bug,1,2.25,13,1.25,-1.25,-0.25
4719,Shrink XXXX Warehouse -- Shrink Logs Within Build To Ensure No Log Full Error,1,13,13,NA,FINISHED,PC2,PBC53,Development,Enhancement,0.5,0.5,13,0.5,0,0
4721,Testing/Debugging grid changes,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,7,11,65,11,-4,-4
4724,SCMS Test v1.10 Not Working On NT OS Machine,1,13,13,NA,FINISHED,PC2,PBC21,Development,Bug,1,2.25,42,0.75,-1.25,NA
4724,SCMS Test v1.10 Not Working On NT OS Machine,1,13,13,NA,FINISHED,PC2,PBC21,Development,Bug,1,2.25,13,1.5,-1.25,-0.5
4726,Changes to allow non-meta columns in column sorting and ordering,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,4,11,65,11,-7,-7
4728,USM/SCM Message Load Setup On XXXX SCMS Test v1.10,1,13,13,NA,FINISHED,PC2,PBC42,Development,Enhancement,7,23.5,13,23.5,-16.5,-16.5
4729,Update Conversion Base database for v.1.10,2,26,26,NA,FINISHED,PC2,PBC21,Development,Enhancement,3,3,26,3,0,0
4730,XXXX Conversion to v.1.10,1,26,26,NA,FINISHED,PC2,PBC10,Development,Enhancement,2,1,26,1,1,1
4734,XXXX Warehouse: RI stat codes missing,1,26,26,NA,FINISHED,PC2,PBC53,Development,Bug,3,3,26,3,0,0
4735,SCM Add Manual Movement Needs To Be Audited,1,13,13,NA,RELEASED,PC2,PBC21,Development,Enhancement,1,1,13,1,0,0
4736,Claim summary report 'Loss Details',1,24,1,NA,RELEASED,PC2,PBC21,Development,Enhancement,1,0.5,24,0.5,0.5,NA
4737,Procedure to find invalid quota share positions,2,29,26,NA,FINISHED,PC2,PBC21,Development,Enhancement,3,2.5,26,2.5,0.5,0.5
4739,Push Up New RI Quota Share Check To All Live Syndicates,1,13,13,NA,RELEASED,PC2,PBC21,Development,Enhancement,1,1,13,1,0,0
4740,Risk History Not Showing USM Claim Figures,2,13,26,NA,FINISHED,PC2,PBC21,Development,Bug,1,1,26,1,0,0
4741,Risk History Tab View USM/View SCM Buttons No Longer Work,2,13,42,42,RELEASED,PC2,PBC21,Development,Bug,1,1,42,1,0,0
4742,SCM Adding Manual Movement Should Refresh Attached RI Field Access After Save,2,13,42,42,RELEASED,PC2,PBC21,Development,Bug,2,2,42,2,0,0
4743,In Multi Line Claims. If No RI On Movement You Should Still See Claim Amounts Totals,2,13,26,42,COMPLETED,PC2,PBC21,Development,Bug,5,15,42,9.5,-10,NA
4743,In Multi Line Claims. If No RI On Movement You Should Still See Claim Amounts Totals,2,13,26,42,COMPLETED,PC2,PBC21,Development,Bug,5,15,26,5.5,-10,-0.5
4744,Restore Latest v1.10 XXXX Database Over Dev Database,2,13,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,1,1,13,1,0,0
4746,Insert movement sequence number into the claim_Movements_01 table,1,22,22,NA,COMPLETED,PC17,PBC72,Development,Enhancement,14,8,22,8,6,6
4747,Populate SCM_Original_Currency,1,22,22,NA,COMPLETED,PC17,PBC72,Development,Enhancement,14,4,22,4,10,10
4748,Report Descriptions Sync From Dev To XXXX Test System.,2,13,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,0.5,1,13,1,-0.5,-0.5
4750,Converting grid exporting to .NET2,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,10,8,65,8,2,2
4751,Update Conversion Script to latest 1.10,1,26,26,NA,FINISHED,PC2,PBC21,Development,Enhancement,5,10,26,10,-5,-5
4752,XXXX USM Super Search to show split stat codes on outward transactions,2,26,26,NA,FINISHED,PC2,PBC53,Development,Enhancement,2,2.5,26,2.5,-0.5,-0.5
4756,Some triangulation keys missing their drop downs,1,26,26,NA,FINISHED,PC2,PBC53,Development,Bug,0.5,0.5,26,0.5,0,0
4757,SCM Manual Entry -- Claim Ref Generated Needs To Have Correct Policy YOA,2,13,42,42,RELEASED,PC2,PBC21,Development,Enhancement,3,3,42,3,0,0
4758,On SCM Load Set Movement CCY Table To Order On 'Last Seen' Date Desc,2,13,42,42,COMPLETED,PC2,PBC21,Development,Enhancement,1.5,1.5,42,1.5,0,0
4763,Building Automated E-Mailing Functionality For Reporting Services,1,43,58,58,FINISHED,PC9,PBC3,Development,Enhancement,5,6.5,58,6.5,-1.5,-1.5
4769,"UW Ref Correction Table--Outwards Column Need Abilty To Search,Edit,Save",2,13,42,42,RELEASED,PC2,PBC21,Development,Enhancement,1,1,42,1,0,0
4772,"USM Split -- Add Trust Fund Column. Make It Viewable,Editable In Front End",2,13,42,42,RELEASED,PC2,PBC21,Development,Enhancement,3,3,42,3,0,0
4779,Merge YYY ZZZ's and YYY ZZZ's grid work,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,2,3.5,65,3.5,-1.5,-1.5
4781,Look at Document Business Object in comparison to Diary Events,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,7,6.5,65,6.5,0.5,0.5
4782,Populate SCM_Movement,1,22,22,NA,COMPLETED,PC17,PBC72,Development,Enhancement,14,5.7,22,5.7,8.3,8.3
4783,SCMS Task Updates. Review of Priority of Tasks,1,13,13,NA,FINISHED,PC2,PBC21,Development,Release,0.5,0.25,13,0.25,0.25,0.25
4786,Examining USM data and cleaning up the transaction table.,1,22,22,NA,FINISHED,PC17,PBC72,Development,Enhancement,5,6.7,22,6.7,-1.7,-1.7
4787,v1.10 Build And Label Release,1,13,13,NA,RELEASED,PC2,PBC21,Development,Release,1,1,13,1,0,0
4788,SiPUWRCorrection unable to add new,6,13,42,NA,RELEASED,PC2,PBC21,Development,Bug,3,3,42,3,0,0
4789,Update XXXX Audit Log Document/Dev With User Requested Change Made,1,13,13,NA,RELEASED,PC2,PBC21,Development,Enhancement,0.5,0.5,13,0.5,0,0
4792,XXXX v1.10 Conversion Database Setup For Overnight Conversion Script Run,1,13,13,NA,FINISHED,PC2,PBC53,Development,Release,1,1.5,13,1.5,-0.5,-0.5
4795,Binder Management Flexible Declaration Entry,1,46,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,35,52,58,52,-17,-17
4796,Implement RI Super Search to enable viewing of (e.g.) Fac totals,1,26,26,NA,RELEASED,PC2,PBC21,Development,Enhancement,3,5,42,4,-2,NA
4796,Implement RI Super Search to enable viewing of (e.g.) Fac totals,1,26,26,NA,RELEASED,PC2,PBC21,Development,Enhancement,3,5,26,1,-2,2
4798,Difference between total stats and Overall Totals triangles,1,14,26,NA,FINISHED,PC2,PBC21,Development,Bug,2,1.5,26,1.5,0.5,0.5
4799,Move Up XXXX Dev Warehouse To Production Test Environment - Test Build,1,13,13,NA,COMPLETED,PC2,PBC42,Development,Release,3,18.5,13,18.5,-15.5,-15.5
4800,User Support: YYY ZZZ SCM Search 100% Totals For Multiple Line Bug,2,7,13,NA,RELEASED,PC2,PBC21,Development,Bug,1,0.5,13,0.5,0.5,0.5
4801,When You Select Add New Event But Close Without Changing - Errors Remain,2,13,42,42,COMPLETED,PC2,PBC21,Development,Bug,2,4,42,4,-2,-2
4803,Grid cell formatting and masking in .NET2,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,7,12.5,65,12.5,-5.5,-5.5
4804,Developer Support:XXXX SCM Validation Query-Dev Server Registration YYY ZZZ,2,13,13,NA,FINISHED,PC2,PBC21,Development,Enhancement,1,1,13,1,0,0
4806,Synchronise SCMS Comparator tables,2,26,26,NA,FINISHED,PC8,PBC40,Development,Enhancement,3.5,2.5,26,2.5,1,1
4808,Getting new transaction data from YYY ZZZ.,1,22,22,NA,COMPLETED,PC17,PBC72,Development,Bug,3,3,22,3,0,0
4809,SuperSearch - Bug on able to SUM non numeric columns - See Plan,5,42,42,NA,COMPLETED,PC2,PBC21,Development,Bug,2,4,42,4,-2,-2
4810,Warehouse build running slow,1,13,26,NA,FINISHED,PC2,PBC21,Development,Bug,2,1.5,26,1.5,0.5,0.5
4812,Inserting Triggers for 1.10 USM structure,4,13,42,42,RELEASED,PC2,PBC21,Development,Enhancement,5,8.5,26,1,-3.5,NA
4812,Inserting Triggers for 1.10 USM structure,4,13,42,42,RELEASED,PC2,PBC21,Development,Enhancement,5,8.5,42,7.5,-3.5,-2.5
4813,Warehouse build has errors with latest v1.10,1,13,26,NA,FINISHED,PC2,PBC21,Development,Bug,1,1,26,1,0,0
4814,Triangles to use correct exchange rates for pre-FigureBase months,2,26,26,NA,FINISHED,PC2,PBC21,Development,Enhancement,3,3,26,3,0,0
4815,Final v1.10 XXXX Test Rel With Synced Data/Messages Running Parallel To Live,1,13,13,NA,FINISHED,PC2,PBC42,Development,Release,7,7.5,13,7.5,-0.5,-0.5
4818,Final v1.10 XXXX Test Rel With Synced Data/Messages Running Parallel To Live,1,13,13,NA,COMPLETED,PC2,PBC10,Development,Release,7,17,13,17,-10,-10
4819,Merging in YYY ZZZ's latest work.,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,2,9,65,9,-7,-7
4821,USM Trigger Update To v1.10 System. Push Up And Test On XXXX Test Audit,1,13,13,NA,RELEASED,PC2,PBC42,Development,Release,1,1,13,1,0,0
4825,Add Trust Fund to Triangle Drills,1,14,26,NA,FINISHED,PC2,PBC42,Development,Enhancement,0.5,0.5,26,0.5,0,0
4827,Re-add Claimant and Loss Detail to XLsior Prop OS Export,2,15,26,NA,FINISHED,PC2,PBC53,Development,Enhancement,1,1,26,1,0,0
4829,Corrections to SCM RI GET,2,58,26,NA,FINISHED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
4834,Deploy Reports to XXXX Test System on LTD-HQ1 and CCC LTDPRD XXXX_Live,8,13,42,42,COMPLETED,PC2,PBC21,Development,Enhancement,5,8.25,13,0.75,-3.25,NA
4834,Deploy Reports to XXXX Test System on LTD-HQ1 and CCC LTDPRD XXXX_Live,8,13,42,42,COMPLETED,PC2,PBC21,Development,Enhancement,5,8.25,42,7.5,-3.25,-2.5
4835,SCMSv1.10 Tasks Release Notes Entry/ General Task Clean Up.,1,13,13,NA,FINISHED,PC2,PBC21,Development,Release,7,12.5,13,12.5,-5.5,-5.5
4836,Aid Report Deployment On v1.10 XXXX Test.,1,13,13,NA,FINISHED,PC2,PBC21,Development,Release,1,1,13,1,0,0
4850,Trace corruption of XXXX Live and plan fix,1,26,26,NA,COMPLETED,PC2,PBC75,Development,Bug,3.5,3.5,26,3.5,0,0
4851,Install/Setup Sourcesafe 2005,5,65,65,58,FINISHED,PC18,PBC20,Development,Enhancement,0.5,0.5,65,0.5,0,0
4852,Add save meta data functionality to new grid,5,65,65,58,FINISHED,PC9,PBC7,Development,Enhancement,4,5,65,5,-1,-1
4856,Placing Binder Management Into SourceSafe ,1,58,58,NA,FINISHED,PC2,PBC32,Development,Release,7,9,65,4,-2,NA
4856,Placing Binder Management Into SourceSafe ,1,58,58,NA,FINISHED,PC2,PBC32,Development,Release,7,9,58,5,-2,2
4857,Final v1.10 XXXX Test Rel With Synced Data/Messages Running Parallel To Live,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,25,13,25,-18,-18
4858,Looking through diary event code,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,1,3,65,3,-2,-2
4861,Actions from last XXXX  meeting '31/01/2006' - Correct event allocations using default event,1,24,24,NA,COMPLETED,PC17,PBC73,Development,Enhancement,21,339.9,24,339.9,-318.9,-318.9
4862,USM Super Search totals wrong for XXXX RI,1,19,26,NA,FINISHED,PC2,PBC53,Development,Bug,2,0.5,26,0.5,1.5,1.5
4864,Sort out auto patching where appropriate,2,26,26,26,COMPLETED,PC16,PBC38,Development,Enhancement,4,5,26,5,-1,-1
4865,Merging Binder Management Databases including Deleting Non Risk Data,1,1,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,7.5,58,5,-0.5,2
4865,Merging Binder Management Databases including Deleting Non Risk Data,1,1,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,7.5,65,2.5,-0.5,NA
4866,Improve The SiP Comparator To Enter Meta Data And Reference Data Tables Via A Text File,1,58,58,NA,FINISHED,PC8,PBC40,Development,Enhancement,2,6.5,58,4,-4.5,-2
4866,Improve The SiP Comparator To Enter Meta Data And Reference Data Tables Via A Text File,1,58,58,NA,FINISHED,PC8,PBC40,Development,Enhancement,2,6.5,65,2.5,-4.5,NA
4867,Making e-mail functionality work in comparator,5,65,65,NA,FINISHED,PC8,PBC40,Development,Bug,1,1,65,1,0,0
4869,Schema Design For New Diary Eventing,5,65,65,58,FINISHED,PC2,PBC32,Development,Enhancement,14,8.5,65,8.5,5.5,5.5
4870,Move Up XXXX Dev Warehouse To Production Test Environment - Test Build,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Release,14,8,13,8,6,6
4874,Warehouse Conversion Helper Script,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,7,10.5,26,10.5,-3.5,-3.5
4877,When editing the RI on SCM Movements - RateMultiplier is not found,3,42,42,42,COMPLETED,PC2,PBC21,Development,Bug,6,7.15,42,7.15,-1.15,-1.15
4878,USM Super Search totals wrong for XXXX RI -- continued,2,1,26,NA,COMPLETED,PC2,PBC53,Development,Bug,2,2.5,26,2.5,-0.5,-0.5
4880,Bug in Period Close Quota Share report,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,26,1,0,0
4882,SCMS Binder Management Ensuring We Can Enter Sample Data Provided By CCC,1,16,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,21,8.8,58,8.8,12.2,12.2
4885,Error in SCM Form when closing 'SiPMappedEventList() - Events Still Mapped In Manager',4,42,42,42,COMPLETED,PC2,PBC21,Development,Bug,4,1.25,42,1.25,2.75,2.75
4888,Diary Events Recipient Functionality Data Level Processing,1,58,65,58,FINISHED,PC9,PBC24,Development,Enhancement,10,21.5,65,18.5,-11.5,-8.5
4888,Diary Events Recipient Functionality Data Level Processing,1,58,65,58,FINISHED,PC9,PBC24,Development,Enhancement,10,21.5,58,3,-11.5,NA
4890,Update triangle scripts to build historic months from a newly built month,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,1,1,26,1,0,0
4891,Complete and check triangle build procedures,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,1.5,1.5,26,1.5,0,0
4895,Upgrading SCMS to version 2 of .NET - Getting Databases and Source Code ready,5,58,42,42,COMPLETED,PC2,PBC21,Development,Enhancement,21,15,42,15,6,6
4897,Documentation in KB of New Diary Eventing,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,10,1,65,1,9,9
4898,Diary Events Action History Functionality Data Level Processing,5,65,65,58,FINISHED,PC2,PBC32,Development,Enhancement,21,12,58,3.5,9,NA
4898,Diary Events Action History Functionality Data Level Processing,5,65,65,58,FINISHED,PC2,PBC32,Development,Enhancement,21,12,65,8.5,9,12.5
4899,Error in report Claims_That_Need_Event_Splitting_2,1,24,24,NA,COMPLETED,PC2,PBC21,Development,Enhancement,1,1,24,1,0,0
4903,Move Up XXXX Dev Warehouse To Production Test Environment - Test Build,1,13,13,NA,COMPLETED,PC2,PBC10,Development,Release,7,5.5,13,5.5,1.5,1.5
4904,Add auditing into new Diary Event database,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,4,4,65,4,0,0
4908,Reinstate olf USM Super Search for YYY ZZZ,1,19,26,NA,COMPLETED,PC2,PBC53,Development,Enhancement,1,1,26,1,0,0
4913,Check differences in XXXX USM Super Search,1,26,26,NA,COMPLETED,PC2,PBC53,Development,Testing,7,6.5,26,6.5,0.5,0.5
4915,Test script and new procedures for diary eventing,5,65,65,58,FINISHED,PC2,PBC32,Development,Enhancement,10,13.5,65,13,-3.5,-3
4915,Test script and new procedures for diary eventing,5,65,65,58,FINISHED,PC2,PBC32,Development,Enhancement,10,13.5,58,0.5,-3.5,NA
4916,Final v1.10 XXXX Test Rel With Synced Data/Messages Running Parallel To Live,1,13,13,NA,COMPLETED,PC2,PBC75,Development,Release,7,22.5,13,22.5,-15.5,-15.5
4917,XXXX Test System UW Ref Correction Table Incorrect Entry Check,1,13,13,NA,COMPLETED,PC2,PBC10,Development,Release,1.5,1.5,13,1.5,0,0
4918,Grid Functionality Needs Improving To Allow User To Expand Size.,1,1,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,1,0.5,58,0.5,0.5,0.5
4919,"Improve the Front End To Allow New TextBoxes, Combos and CheckBoxes to be Added via META data.",1,58,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,6.25,58,6.25,0.75,0.75
4920,Grid Needs To Ensure Columns Display Correctly In Low Resultion Screens,1,16,58,NA,FINISHED,PC2,PBC32,Development,Bug,3,1,58,1,2,2
4924,Super Search Return Fields - Error When You Select Amount Return Fields,1,13,13,NA,FINISHED,PC2,PBC21,Development,Bug,1,0.5,13,0.5,0.5,0.5
4925,SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,5,3.5,24,1,1.5,NA
4925,SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,5,3.5,26,2,1.5,3
4925,SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,5,3.5,13,0.5,1.5,NA
4926,Test Warehouse: Figures Books slightly out,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,7,5,26,5,2,2
4927,Move Section Limit Risk Calculation Fields To Section To Stop Data Duplication,1,46,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,14,42,7,-7,NA
4927,Move Section Limit Risk Calculation Fields To Section To Stop Data Duplication,1,46,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,14,58,7,-7,0
4928,Provide Functionality To Show Referenced Names As ToolTips Inside The Grid,1,16,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,4,3.25,58,3.25,0.75,0.75
4929,Triangulation: minor front end bugs,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,26,1,0,0
4930,"Bug in Flow Layout Panel - Combo, Check and Lookup not Displaying",1,58,58,NA,FINISHED,PC2,PBC32,Development,Bug,3,3.5,58,3.5,-0.5,-0.5
4933,Improve Declaration Saving Speed,1,58,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,16.5,58,9.5,-9.5,-2.5
4933,Improve Declaration Saving Speed,1,58,58,NA,FINISHED,PC2,PBC32,Development,Enhancement,7,16.5,42,7,-9.5,NA
4934,USM Validation correcting UWRefs that are already corrected,1,26,13,NA,COMPLETED,PC2,PBC21,Development,Bug,7,5,13,5,2,2
4935,Search Control throws an exception when filling in BETWEEN values,2,26,26,NA,RELEASED,PC2,PBC21,Development,Bug,1,1,26,0.5,0,0.5
4935,Search Control throws an exception when filling in BETWEEN values,2,26,26,NA,RELEASED,PC2,PBC21,Development,Bug,1,1,13,0.5,0,NA
4936,XXXX USM Narrative missing -- test other syndicates too,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,7,1.5,26,1.5,5.5,5.5
4937,Stats Control: Switching Key Types doesn't clear Key,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,0.5,26,0.5,0.5,0.5
4938,Inherit Super Search from Stats from to make it drillable,4,26,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,2,2,26,2,0,0
4939,Triangles: Currencies not ordered correctly,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
4940,Triangles: Conversion orig --> sett failing in some cases,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,2,1.5,26,1.5,0.5,0.5
4941,Warehouse REF_CurrencyExchangeRateHistory should probably be frozen for historic months,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,0.5,0.5,26,0.5,0,0
4942,Add Missing Binder Management Fields Plus Field Access,1,46,42,42,FINISHED,PC2,PBC32,Development,Enhancement,7,17.5,58,5.5,-10.5,NA
4942,Add Missing Binder Management Fields Plus Field Access,1,46,42,42,FINISHED,PC2,PBC32,Development,Enhancement,7,17.5,42,12,-10.5,-5
4943,Add New Document Types for BMS Requested by YYY ZZZ,1,15,42,NA,FINISHED,PC2,PBC32,Development,Enhancement,2,2,42,2,0,0
4945,Triangle throws an exception when 'With Totals' set to true,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
4946,Triangle throws exception when no data for parameters,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
4948,Merging diary event schema into binder management database,5,65,65,NA,FINISHED,PC2,PBC21,Development,Enhancement,1,2.5,65,2.5,-1.5,-1.5
4949,Creating new diary event business object,5,65,65,NA,FINISHED,PC2,PBC32,Development,Enhancement,40,316.68,58,26.43,-276.68,NA
4949,Creating new diary event business object,5,65,65,NA,FINISHED,PC2,PBC32,Development,Enhancement,40,316.68,65,290.25,-276.68,-250.25
4950,"Check new triangle procedure, esp. handling of exchange rates",1,26,26,NA,COMPLETED,PC2,PBC21,Development,Testing,10,13.5,26,13.5,-3.5,-3.5
